11.7681,0.103208,2.2563,1.12047,0.103198,2.25616,1.12041,558.524,509.861,
12.3462,0.200128,2.25874,1.1773,0.200094,2.25868,1.17724,520.479,485.989,
11.5889,0.20056,2.25401,1.11484,0.20051,2.25391,1.11477,552.139,517.748,
3.06811,0.000114,0.412982,0.253757,8.7e-05,0.412964,0.253729,2176.01,1955.73,
3.37732,0.000121,0.414929,0.298133,9.2e-05,0.414872,0.298102,1950.77,1776.66,
3.18579,0.000126,0.417659,0.276362,0.000118,0.417594,0.276336,2085.46,1883.56,
2.35961,4.8e-05,0.403552,0.123699,3.6e-05,0.403526,0.123673,2784.16,2543.27,
2.35669,0.000115,0.40909,0.12375,0.000104,0.409056,0.123731,2789.37,2546.34,
2.3543,5.3e-05,0.417056,0.116459,4.4e-05,0.417028,0.11644,2786.58,2548.81,
11.795,0.103163,9.73834,4.66312,0.103148,9.73828,4.66306,801.204,508.702,
12.3732,0.210926,9.82117,4.95075,0.210917,9.82112,4.95069,742.03,484.931,
11.5714,0.206843,9.72819,4.61557,0.206823,9.72814,4.61552,770.724,518.536,
3.07694,4.2e-05,1.23147,0.513728,3.7e-05,1.23142,0.513701,2924.34,1950.18,
3.38313,5.6e-05,1.44129,0.758038,5e-05,1.44125,0.758016,2933.05,1773.76,
3.17842,9.1e-05,1.3386,0.626303,6.4e-05,1.33857,0.626275,2925.11,1887.93,
2.37101,9.1e-05,0.40964,0.125475,6.3e-05,0.409613,0.125455,2912.62,2530.91,
2.3701,0.000118,0.516362,0.13087,0.000111,0.516336,0.130851,2908.01,2531.88,
2.36803,9.2e-05,0.410201,0.117375,8.1e-05,0.410187,0.117359,2919.52,2534,
11.783,0.103611,10.7439,6.31382,0.103602,10.7438,6.31378,2916.87,509.217,
12.4043,0.206112,11.4859,6.9764,0.206104,11.4858,6.97636,2939.16,483.725,
11.5411,0.207647,10.7212,6.37946,0.207634,10.7212,6.37942,2946.99,519.895,
3.07462,0.000116,1.23255,0.509884,9.8e-05,1.23251,0.509862,2928.98,1951.67,
3.38959,9.1e-05,1.44263,0.753973,8.5e-05,1.44261,0.753949,2915.42,1770.29,
3.18499,0.000146,1.33697,0.614353,0.000123,1.33695,0.614329,2917.84,1883.97,
2.34252,7.9e-05,0.411383,0.123869,6.8e-05,0.411364,0.12385,2952.97,2561.9,
2.36927,0.000104,0.51416,0.130214,9.6e-05,0.514148,0.130197,2912.82,2532.75,
2.35718,9.8e-05,0.407114,0.117105,9.3e-05,0.407068,0.11709,2921,2545.7,
5.95781,0.000194,1.12718,0.553707,0.000182,1.12715,0.553655,1101.48,1007.14,
6.2445,0.100106,1.13509,0.585012,0.100022,1.13502,0.584949,1028.62,960.914,
5.84392,0.10031,1.12777,0.54945,0.100279,1.12766,0.549397,1104.07,1026.78,
2.06418,2.6e-05,0.000433,0.00016854,2e-05,0.000415,0.00015154,2907.12,2907.11,
2.03596,2.7e-05,0.004977,0.00018928,1.9e-05,0.004956,0.00017475,2947.9,2947.83,
2.05783,3.3e-05,0.000485,0.00017167,2.3e-05,0.000467,0.0001564,2916.15,2916.09,
2.04995,3.2e-05,0.000399,0.00016946,2.2e-05,0.000387,0.00015404,2927.75,2927.7,
2.0581,3.1e-05,0.000343,0.00012665,2.1e-05,0.000315,0.00010867,2916.09,2916.13,
2.05678,2.9e-05,0.000382,0.00011755,2e-05,0.000358,0.00010041,2917.92,2917.91,
5.93663,0.000186,4.61164,2.12667,0.000178,4.61159,2.12662,1590.42,1010.74,
6.26172,0.103988,4.62096,2.32752,0.10398,4.62091,2.32747,1496.71,958.249,
5.83731,0.100216,4.70503,2.14734,0.100203,4.70496,2.1473,1579.2,1027.94,
2.05361,3.2e-05,0.000421,0.00016617,1.9e-05,0.000407,0.00015304,2922.58,2922.54,
2.07026,1.9e-05,0.004974,0.00016286,1.4e-05,0.004962,0.00014961,2898.99,2898.93,
2.05818,2.1e-05,0.003543,0.00048169,1.6e-05,0.003525,0.00046776,2915.75,2915.68,
2.04027,2.3e-05,0.000448,0.00011714,1.6e-05,0.000368,0.00010433,2941.38,2941.32,
2.06284,2.5e-05,0.000306,0.00011047,1.7e-05,0.000292,9.846e-05,2909.52,2909.5,
2.07119,3.2e-05,0.000362,0.00012641,2.3e-05,0.000336,0.00011048,2897.66,2897.47,
5.94741,0.000175,4.91927,2.51577,0.000151,4.91919,2.51573,2900.03,1008.89,
6.25917,0.1047,5.1474,2.84959,0.104695,5.14736,2.84954,2907.58,958.635,
5.82732,0.100376,4.91957,2.52605,0.100333,4.91953,2.526,2926.47,1029.69,
2.04392,2.5e-05,0.000377,0.00011978,2e-05,0.00037,0.00010639,2936.23,2936.16,
2.04922,4.2e-05,0.000451,0.00014978,3.6e-05,0.000411,0.00013553,2928.7,2928.63,
2.05712,2e-05,0.000458,0.00013541,1.5e-05,0.000441,0.00011884,2917.47,2917.38,
2.05735,3.1e-05,0.000321,0.00012156,2.1e-05,0.000304,0.000108,2917.19,2917.21,
2.06122,2.9e-05,0.000317,0.0001122,1.7e-05,0.000286,0.00010016,2911.34,2911.35,
2.06229,1.6e-05,0.000425,0.00010879,1.1e-05,0.000411,9.396e-05,2909.79,2909.8,
11.7045,0.200941,2.24774,1.12144,0.200878,2.24762,1.12136,560.384,512.636,
12.3107,0.200208,2.24007,1.17926,0.200161,2.23996,1.1792,521.856,487.39,
11.5709,0.20121,2.24118,1.11872,0.201182,2.24114,1.11865,552.532,518.555,
3.05872,0.000173,0.414175,0.280092,0.000155,0.414126,0.28006,2179.58,1961.8,
3.34891,0.000197,0.414615,0.308889,0.00016,0.414527,0.308844,1970.24,1791.73,
3.15051,0.00022,0.413465,0.28937,0.000188,0.413427,0.289337,2099.42,1904.61,
2.36263,0.000166,0.417399,0.210665,0.000139,0.417356,0.210638,2779.31,2539.79,
2.34748,0.000227,0.411647,0.213453,0.000221,0.411632,0.213428,2794.78,2556.21,
2.35283,0.000165,0.41141,0.206814,0.00016,0.411377,0.206782,2788.79,2550.37,
11.7289,0.202207,10.0073,4.79756,0.202186,10.0072,4.7975,794.689,511.562,
12.2913,0.204066,10.0582,5.04687,0.204055,10.0581,5.04681,747.23,488.153,
11.4816,0.201345,9.85973,4.72246,0.201334,9.85968,4.7224,809.231,522.587,
3.05374,0.00019,2.03267,0.998983,0.000179,2.03262,0.998957,3464.05,1964.95,
3.3586,0.000149,2.03747,1.16799,0.000143,2.03742,1.16796,3286.58,1786.54,
3.17763,0.000146,2.05011,1.06684,0.000141,2.05008,1.06681,3422.59,1888.35,
2.35125,0.000149,1.5355,0.633131,0.000139,1.53549,0.633111,4885.15,2552.18,
2.34868,0.000149,1.63506,0.641823,0.000144,1.63504,0.641804,5351.51,2554.96,
2.32853,0.000183,1.61914,0.618134,0.000178,1.61911,0.618114,4929.23,2576.92,
11.7232,0.202201,11.2114,6.92356,0.202188,11.2113,6.92352,5873.81,511.817,
12.3488,0.205605,11.938,7.56455,0.205594,11.938,7.56451,5890.61,485.881,
11.5106,0.209825,11.0976,6.93944,0.209809,11.0975,6.9394,5883.47,521.266,
3.07195,0.000134,2.05048,1.11469,0.00013,2.05044,1.11467,5832.56,1953.36,
3.37645,0.000205,2.34929,1.38127,0.000196,2.34927,1.38125,5804.53,1777.11,
3.15417,0.00031,2.14485,1.20981,0.000301,2.14482,1.20979,5870.48,1902.46,
2.33086,0.000168,1.7204,0.63785,0.000163,1.72037,0.637835,5851.02,2574.45,
2.34866,0.000274,1.63038,0.646364,0.000267,1.63033,0.646344,5857.81,2555.01,
2.35577,0.000204,1.74178,0.632756,0.000199,1.74176,0.632741,5861.92,2547.3
